<a0> <a1> <a2> <a3> <b0> <b1> <b2> <b3> <c0> <r> <r_gold>
-2.5 9 1.5 5.5 9 0.6875 6.5 -1.375 -5.5 -20 -20
7.5 -5.5 -1.5 10 -2.75 -6 -1.25 -6.5 0.00390625 -48 -48
7 8 -0.9375 -5.5 3.25 -1.375 4 -9 5.5 60 60
-3 -1.875 -9 9 4 6.5 5.5 -1.625 9 -80 -80
4 -8 -6 -9 7 -0.40625 -8 -9 -5.5 160 160
-2.5 -9 5 -5 1.375 10 -1.375 3.75 -3.25 -120 -112
0.0234375 -6.5 6 -7 3 9 1.25 -0.8125 5.5 -40 -44
-7.5 -0.0703125 8 1.75 9 4 8 2 -7 -4.5 -3.5
-6.5 0.125 -3.75 6.5 -5 -2.5 -0.9375 1.75 2.5 52 52
-5 0.40625 4.5 8 3.5 -2.25 2.75 2.5 -3.75 10 10
-8 -4 9 3.75 -3.75 -2.75 -5 -8 7.5 -28 -24
9 -3.25 -2.75 1.25 -1 6.5 -9 7 -5.5 -2.25 -4.5
-4.5 -10 -7.5 -6 9 1.75 3.25 3.75 9 -96 -96
-6.5 6.5 -10 -3.5 -6 -0.0117188 -4.5 -6.5 -6.5 104 96
-4.5 8 -8 -3 -7 -1.125 8 6 5.5 -56 -52
5.5 -5.5 -5 9 -9 9 -9 7 6.5 11 18
-9 -4.5 -7 8 -3 1.625 0.9375 -3.25 9 -4 -3
6 2 -4.5 -6.5 2.5 -6.5 7 9 -0.5625 -88 -88
-0.8125 -7 1.25 5 -1.375 0.3125 7 6 6.5 44 48
-3 7.5 -1.5 1.625 6.5 6.5 -9 -6 2 36 32
-10 1.5 6.5 -10 -8 1.25 -4 -4.5 10 112 104
-9 -0.75 -9 -7.5 7 -6 -7.5 -0.875 -8 10 2
8 -1.125 8 -4.5 7.5 8 -0.28125 7.5 -8 6 8
1.125 -9 -7 0.75 -8 -3 5.5 9 0.5625 -11 -12
-6.5 -0.9375 0.0195312 -7 -9 8 -4 3.25 -1 26 28
-0.3125 6 1.375 9 -2.25 -3.25 -9 5.5 1.75 22 18
3 7 9 0.3125 -9 -5.5 1.875 0.875 10 -40 -40
0.6875 8 -4 -4 -0.0703125 -2.75 -3.25 -6 9 24 24
1.125 9 -6 -0.3125 10 7.5 6.5 -7.5 2.25 44 40
7 7 -10 3 -8 -6.5 -3 9 4.5 -36 -32
1.5 -9 -4 -1.5 2.5 -5 -10 1.25 -3 80 88
-6.5 -8 6 8 -7.5 -8 5 -9 8 72 80
-9 -10 -0.6875 0.9375 0.125 -0.8125 -3.5 -6.5 0.75 4 5
-0.3125 7.5 -0.0703125 8 2.5 5 -1.75 -6 7 -4 -5
7 1 3.25 -4.5 4 6.5 3.5 -4.5 -7 56 56
-9 4.5 -8 -9 -2 -7 9 4.5 0.5 -128 -128
-5.5 -4.5 9 -6 -0.46875 4 5.5 -2.75 -1.25 48 48
5 -5 -9 0.5 5 -5.5 -5 7 -8 88 88
10 6 -7.5 -4.5 5.5 -2.75 -7.5 6 2 72 64
-1.5 9 -3.25 -5.5 0.171875 0.9375 -5.5 9 -1.875 -26 -24
0.28125 -2.5 -7.5 -0.8125 -6.5 -9 -3.5 -3 -6 44 48
-5 -8 -6 -1.625 -8 3.25 1.125 -9 -6.5 14 16
6.5 -8 9 3.25 -4 0.40625 -1.75 -0.625 -0.75 -48 -48
-1.625 -1.125 -1.125 1.125 6 -6 -0.6875 -3.75 -8 -14 -14
-4.5 3.75 -2.25 -5.5 -2.75 3.75 -5 10 -0.75 -20 -20
7.5 10 3.25 9 -0.875 -3.75 1.75 5.5 1.75 10 10
7.5 9 9 -6.5 1.5 0.0703125 0.40625 4 -4 -15 -14
4.5 -8 10 -6.5 -9 6 -6.5 7 8 -192 -192
5.5 -5 4.5 -0.34375 10 -9 3 -10 -3.5 112 112
-3.25 0.9375 -6 -3.75 2.5 -3.25 0.75 6.5 9 -32 -32
2 -3.25 5 -2.5 -9 2.5 -8 -2.25 8 -52 -52
0.5 5 -2.25 -4 0.4375 -9 -6.5 8 6.5 -56 -52
-8 -9 -5 4.5 -7.5 -9 -0.5 0.625 -7.5 128 144
-6.5 -7.5 4.5 -7 4.5 -2 -8 5 -9 -96 -96
7 -7.5 3.25 -8 8 8 4 9 -10 -72 -72
-5 -3.5 4 1.5 -8 3.5 0.21875 -9 1 14 15
3.25 4 9 -9 1 8 8 7 2.5 48 52
-2 1.875 -9 -3.25 2.75 -3 -5 -3 -2 40 40
-1.375 -0.6875 -4.5 -8 -4 -4.5 -3.25 5.5 -9 -30 -28
5.5 -0.6875 -3.5 4.5 -6.5 -10 10 -7 2 -88 -96
3.75 6.5 -9 -7 -6 -10 -3 -7.5 10 0.5 2
-8 6 0.46875 -1.375 -1.625 -5.5 7.5 6.5 6 -18 -18
-0.8125 0.5 0.1875 -0.25 7.5 7.5 -0.875 -0.8125 6.5 4 4
9 -1.125 8 -3 -10 7.5 -1.375 4.5 -7 -128 -128
3.25 -6.5 -8 -6.5 3.75 6.5 -5 -3.5 -10 22 20
6.5 8 -5.5 -3.5 -4 1.5 -2.75 -2.5 -7.5 3.75 2.5
5 -6.5 -0.4375 5.5 -5.5 -5.5 9 1.375 7.5 20 20
-0.117188 7 -7 2.25 6.5 1.875 -0.5 -3.75 -10 -3 -2
-1.25 0.8125 4 -9 -6.5 3.25 -1.375 -6.5 -7.5 56 56
9 -2 3.75 5.5 -9 -9 -3 -2 -7 -88 -88
-2.5 9 2 1.375 -7.5 -10 -1 10 2.25 -60 -52
8 -8 8 -5.5 -6.5 -5.5 -8 -0.9375 7 -60 -56
-5.5 2.25 1.375 -7 0.625 -1.5 -8 -8 8 48 48
-5 7.5 -3.75 2.75 8 -6 -5.5 1.25 4.5 -56 -52
7 4 0.5 10 -7.5 5.5 -3.25 -2.75 9 -52 -52
-5 -8 -2.25 2.25 7 -0.21875 7 -2.75 -3 -64 -60
5 7 -3.25 1.5 6 -10 5.5 8 -0.34375 -44 -44
-3 10 6.5 6.5 7 8 -6.5 -0.15625 1.875 16 16
3.5 -6 0.75 -0.8125 10 -8 -6.5 -5 -3 80 80
8 9 1.375 3 4.5 10 7.5 -2.5 7.5 144 144
-9 7 -3.5 -2.75 3.75 -1.625 -5 -4.5 -7 -24 -20
-0.15625 -6 8 -1.5 -5.5 3.75 -0.9375 3 7.5 -26 -28
-1.875 -6 -9 6 -9 -9 -6 1.75 7 144 144
-0.3125 -7 7 2.5 -6.5 -8 6 -0.6875 8 104 104
-10 -1.5 -10 -7 -9 -9 0.9375 9 9 40 40
-0.234375 1.75 -9 -3 5.5 6.5 -0.0136719 -3.75 -0.75 20 20
10 -8 3.5 0.8125 0.8125 4 5 1 6 0.3125 1
8 2 -9 4.5 -8 -9 1.125 -6.5 5 -120 -112
3.75 -8 -0.625 -8 -4 -9 -5 7.5 -0.8125 0 -0.8125
2 3.5 2.5 -2.75 4 -1.625 5 -7.5 -6 30 26
7 -2.5 0.34375 2.5 -3.5 -1.375 -0.46875 2.25 -10 -26 -24
-0.34375 -2.75 -0.625 -9 2.25 -2.25 -7 -4.5 10 60 56
-3.5 9 6.5 -7 -1.125 7.5 1.375 -8 2.25 128 128
-9 -8 -10 0.0234375 3.75 -3.5 8 -4.5 6 -80 -72
-4.5 -4.5 1.375 -4.5 0.34375 -5 0.75 1.5 7.5 24 20
2.75 -2.75 7 -4.5 -7 2.25 10 -6 -9 60 72
-7 -8 -0.03125 4.5 -3.75 1 9 -0.9375 -4 10 10
-0.6875 3.25 -7 3.75 1.75 -2.5 -0.0625 -8 7.5 -32 -32
-6.5 -5 6.5 -4.5 -7.5 7 -2.5 1.125 -9 -16 -18
7.5 -4 -2.75 -6 -2.25 -6 -2.5 -0.25 -6.5 8 10
3.25 -8 2 -6 2.75 -5.5 6.5 0.8125 -7.5 52 52
-5.5 3.5 10 -0.9375 -0.6875 -4.5 7.5 -1.625 -0.9375 64 60
2.25 -0.5 -2.25 -10 -4.5 0.203125 -6.5 5 -0.6875 -48 -44
1.375 -9 -2 8 5.5 -2.25 -6.5 2 4.5 60 60
-1.625 3 -9 1 -6 7 -3.75 0.203125 -6 56 56
2.25 5 6.5 -2.5 0.40625 -7.5 -6 -4.5 7 -60 -64
5.5 -9 -9 9 -3.25 3 -3 -1.125 -6 -36 -36
0.9375 7 -10 -5.5 -7 7.5 -5 -1.875 5.5 112 112
2.25 8 -0.15625 5 5 1.5 -6.5 -9 -0.9375 -20 -20
-4.5 -1.875 7.5 0.3125 -1.625 5 7.5 3.25 9 64 64
2.25 7.5 9 -3.25 5 -4 -0.234375 -9 1 9 9
2.75 0.6875 1.625 -9 -5 -9 8 3.25 -6 -44 -40
2.25 -8 -10 0.875 -6 -4.5 -7 8 9 112 112
3 -10 -8 8 2 1.625 -1.375 -1.875 -3.25 -18 -18
-3 5.5 1.25 7.5 -7.5 -5 0.28125 -9 7.5 -64 -64
0.5 -7.5 2 -6 9 8 -6 4 2.5 -88 -88
4.5 5.5 -3 8 9 -2.25 -0.15625 9 -6 96 88
-4 -3.5 -8 3.25 -10 7.5 10 4.5 0.8125 -48 -48
-6.5 -4 10 3 -0.109375 8 9 4.5 7.5 80 80
5 7 5 3.75 9 -2.25 4 9 -0.21875 80 80
6 -8 -9 -4 -1.375 7.5 -0.3125 -2.5 -2.25 -64 -52
-5.5 9 -0.625 -0.75 6 -0.34375 -2.25 1.125 1.75 -36 -36
7.5 -5.5 -1.75 9 -1.75 -2 4.5 9 -5 64 64
-3.5 -1.25 -1.25 -5 0.4375 2.25 3.5 -0.5625 2.5 -3.25 -2.5
-9 -5.5 1.875 -9 9 9 1.125 -9 6.5 -40 -40
2.75 -9 0.0859375 -7 1.5 4.5 -4 5 7.5 -64 -64
10 5.5 1.25 -2.75 7 -7.5 6.5 -7.5 1.625 60 60
-6 1.75 -2.5 -4 6.5 -3.25 9 1 -6 -80 -72
1.125 -5 -4 -3.5 7 -4 9 3 -3.25 -22 -22
-10 1.75 -3 0.6875 -7 7 10 -6.5 8 60 52
-9 8 7 8 1.875 -9 -3.25 2.25 5 -88 -88
-0.6875 6 0.0703125 6 -4.5 -10 5.5 2.5 7.5 -32 -32
-1.375 8 -2 -9 -5 -0.28125 1.75 6 4 -48 -52
-9 9 6 -9 -9 6 0.6875 -6.5 8 208 192
-4.5 -6.5 -0.21875 -3 4.5 -8 1.375 0.9375 4.5 32 36
-10 3.75 9 8 2.75 1.875 -2 -0.28125 6 -36 -40
-3.25 3.5 -9 -2.25 -0.6875 0.9375 5.5 5 10 -48 -48
1.375 -7 3.25 1.875 -4.5 8 -3.25 -6 9 -72 -72
-5 3.75 -3.75 9 -8 2.25 -2.25 4 -0.9375 96 96
-9 -7.5 3.5 -1 -9 -5.5 1.125 -0.5 4.5 128 128
1.375 -1.25 8 2 9 -4.5 6.5 -3 1.375 64 64
-4 -4.5 -3.25 -9 7 -3.75 -10 8 1.125 -48 -52
7.5 5 3.25 -1.625 2 6.5 -4.5 -7.5 9 52 52
-7 -5 5 -5 -10 -3.75 -6 -1.625 4 64 64
6.5 2 1.875 0.0625 -10 3.25 0.9375 -6 3.25 -52 -52
-3.5 -9 -3.5 9 -4 1.75 5.5 3 6 12 12
-8 -2.5 5 0.40625 -1.125 -7 5.5 -0.234375 -0.625 52 56
-5.5 -3 7.5 7.5 2.5 5.5 0.6875 -5.5 9 -56 -56
-8 1.625 7.5 7.5 -6.5 9 -3.75 -1.125 0.625 28 28
-1.375 -0.5 -9 5 9 -4.5 3.5 -5.5 4 -64 -60
-1.125 -5.5 5 -0.5 -4 6.5 -3.75 0.6875 2.75 -48 -44
0.0351562 -0.4375 -7.5 5 -4.5 -9 -9 3.25 3.75 88 80
-6 7.5 -5 -4.5 8 -9 -3.5 -1.625 -6.5 -96 -96
6.5 3.5 1.25 -9 3.25 -10 4 6.5 5.5 -64 -64
-1.25 -2 -8 2.25 6.5 -0.9375 -1.625 0.5625 -2.75 5.5 5
4.5 4 4.5 -10 -10 -8 -10 1.625 3.25 -144 -144
-8 9 7.5 -3.5 3 7 1.625 4.5 6 40 40
-0.6875 -2.5 3 -6 -1.875 2 -2.5 7 -3 -56 -56
-9 -1.75 -1 10 -5 -0.46875 5 1.625 -3.5 52 52
-6 -9 2 9 -3.75 8 2.25 -10 -1.625 -144 -128
-8 6.5 -7.5 3.75 0.34375 7.5 2.25 7 -2.25 56 52
-0.0507812 -5 -4.5 -3.75 7 -4.5 -8 4.5 1.875 44 40
6 6 -1.625 0.46875 -5.5 1.625 -2.5 -2.5 -3.25 -24 -24
-8 -0.34375 -10 6.5 1.125 -10 4.5 -8 5.5 -96 -88
-4 -0.00390625 4 -10 8 -5.5 -4.5 -9 1.625 40 40
-2.25 5 10 3.5 -9 6.5 -8 1.875 -1.625 -22 -24
-3 -2.25 9 9 -4 -2.5 0.5625 6.5 8 88 88
4.5 8 2 -4 -6 -10 -7.5 -8 -6 -96 -104
-8 4.5 -5 -2 -10 -4 3.75 1.125 -8 32 36
2.75 10 -4.5 10 3.25 6 -6 -10 5.5 -4 5.5
5 -4 -2.75 9 2.25 -4 7 2.75 10 44 40
-1.125 1.875 -0.234375 6.5 -1.375 6 0.40625 -3.75 3.25 -8 -9
2.75 -10 -9 2.75 -1.75 4.5 -3.5 10 -4 3.5 8
9 -7 6.5 5.5 -9 0.234375 -0.21875 8 -9 -44 -44
3.75 9 2.5 1.25 -3.5 -3.75 8 -7.5 5.5 -30 -26
-3.75 -4 7 -0.4375 -6 3.75 5.5 -6.5 -4.5 44 48
3.25 0.9375 9 -0.75 9 6 -0.46875 1.625 6 36 36
-8 3.5 -4.5 8 -7.5 10 6 -3.5 -10 24 26
5 -1.875 -0.9375 -10 2 -3.25 2.25 -8 1 96 96
7 -6 7.5 -0.40625 7.5 -7.5 -1.625 -7.5 6 88 88
-6 7 2.5 6 -1.125 -6.5 -9 -5 -4.5 -96 -96
8 1.25 -10 10 -7.5 7 10 6.5 7.5 -80 -72
-9 -2.75 4.5 0.9375 0.34375 -6.5 9 -3.75 -5.5 44 48
-5.5 -5 -0.6875 -3.75 -3.25 5.5 -8 -10 -9 26 24
2.25 6.5 2.5 -5 -2.75 8 -10 -1.625 -6 24 26
-9 8 0.21875 9 8 -6 3.5 10 2.25 -30 -30
-2 9 9 -7 -8 -6.5 7.5 -5 7.5 64 64
0.9375 3.25 -1.125 0.3125 -6 -6 -8 -9 2 -18 -16
6.5 -5 -4 1 -0.46875 -1.25 -0.3125 -7.5 5 1.5 1.5
-6 -5.5 8 -7 3.5 6 -9 4 -0.9375 -160 -160
9 1.25 -10 -3 -7.5 5 -6.5 8 2.25 -15 -14
-2.75 -9 -8 7 -3.25 -9 -0.3125 3.5 -5 112 104
-0.28125 -6 4 -9 -9 -5.5 9 -5 7.5 128 120
-5 1.25 -8 7.5 4 6.5 2 8 4.5 36 36
-3.25 2.5 4 -8 -9 9 5.5 8 -0.75 8 7
8 -0.8125 3 -4 -3.5 7.5 4.5 -9 -7.5 6 10
6.5 -6.5 4 1.25 -6.5 6.5 4 -2.5 -3 -72 -72
-9 -7 8 9 5.5 1.625 3.25 -2 6.5 -48 -40
0.5625 9 5 -1 9 -7 9 -2.75 8 -0.25 -5
-0.21875 0.34375 8 5 1.25 -7.5 -8 5.5 5 -36 -32
3 5 4.5 1.875 -2.25 -9 0.140625 1.875 5.5 -44 -44
-5.5 -1.5 9 -4.5 -2.5 -9 -1.625 -0.0859375 0.234375 13 13
8 -0.9375 0.0625 1 -8 -0.4375 -4.5 -7 -4 -72 -80
-4 -8 0.4375 5.5 -2.5 -6 -0.5625 6 -1 88 88
4.5 7.5 -5.5 4.5 -0.5 -0.625 -1.375 -3 0.625 -12 -13
-4.5 4 -4.5 -10 -9 -10 9 -4.5 -7 -3 -3
-7 5 -3.25 -4 4.5 3.5 6.5 -4 -7 -28 -28
-9 -0.75 5.5 7 -1.125 9 2.25 5.5 -2.75 52 52
3.25 6.5 -7.5 -9 -6.5 0.4375 3.25 9 9 -112 -120
-0.625 6.5 1.5 0.203125 -2.5 -2.5 -1.625 -5 2.75 -15 -13
2.75 -6.5 7 7.5 -10 6.5 -0.75 3.5 -9 -60 -64
-8 5 10 -2.25 -7 -3.25 -0.5625 6.5 -7.5 11 12
-6.5 5.5 3.5 -4 0.5625 8 8 0.625 0.15625 60 60
4.5 5 7.5 -0.15625 10 4.5 2.5 5 -6 80 72
4 0.28125 -9 -0.5625 9 0.375 8 5 9 -30 -32
-1 -1.125 9 6.5 -4.5 0.0351562 -0.5 3.5 4 26 26
0.6875 6.5 -6 -0.8125 -3.75 3.5 -7.5 -6 2 72 72
1.875 2.25 9 4 10 -10 -3 9 -0.00976562 4 4
5.5 -0.0390625 0.75 3.5 5.5 6 8 -4 6 26 28
-2.25 -8 5 -6 -10 7.5 -2 -6 -2.25 -12 -14
-8 5 2.75 -3.5 -8 4 2.5 5 -4 72 64
1.375 -4 1.875 -10 -3.5 6 -1 -9 4 64 60
-10 -6.5 -9 -3 -6 3.25 0.9375 -7 6 56 56
2.75 6.5 6 -9 -0.8125 -8 8 1.875 -2.75 -24 -26
-9 9 2 -3.5 10 -4 9 7.5 -0.875 -144 -144
-8 -8 -0.28125 0.75 0.0703125 -10 -7 2.25 6.5 88 88
-1.625 1.625 -2.75 0.375 -3 2 9 -4 1.25 -18 -16
-5 3.5 4 7.5 2 4.5 -8 -6.5 -1.25 -80 -72
-6 -2.75 -8 -6.5 -0.0859375 -6 -1.625 -1 -10 26 26
4.5 5 -3.75 -3.5 1.875 -6.5 -2.5 -9 -10 10 6
1.75 0.875 -9 6 7.5 1.75 -0.4375 9 -0.375 72 72
-1.25 -3 -1.375 1.125 7 4.5 4.5 -7.5 -3.25 -40 -44
7 -0.6875 6.5 -4.5 9 6.5 -0.8125 -6 -6 72 72
4.5 -9 7.5 -7 4.5 -7.5 -1 -6 -5 112 104
-4 4 1.125 -2.25 -6.5 -3 9 1.625 -0.375 20 20
-5.5 3.5 8 9 -2.25 4.5 6.5 9 0.0234375 160 160
-7 7 -0.6875 5 -1.125 8 -3.5 -5.5 2.25 36 40
6 -6 -7.5 10 -5 -10 -10 0.875 -6.5 104 104
-1.875 4.5 1.5 7.5 5 -0.0507812 6 -9 -1.125 -72 -64
-6.5 1.625 -0.625 -10 5 4 -7 7 -3.75 -96 -96
-5 5.5 6 4 3.5 -3 3.5 -3.5 9 -16 -16
6 5 -7.5 -10 0.203125 4 -0.40625 9 -5 -72 -72
0.4375 4 0.9375 -5.5 -5 -7 9 -9 -2 26 24
7 -7.5 -6.5 1.5 -8 1.625 -0.5625 -9 -4.5 -88 -80
0.625 9 6.5 -5.5 -6 5 -3.5 5.5 -5 -18 -16
-2.75 1.25 0.21875 -0.5625 -9 -6 -8 3.5 0.46875 14 12
-0.46875 0.4375 9 0.15625 -5.5 -0.9375 2.25 -3.75 -1.25 22 20
9 -2.25 9 4.5 0.875 -1.125 -5.5 -5.5 1.375 -60 -64
-7.5 -0.078125 4 -1.375 -0.5 -9 1 -7.5 3 22 20
-6.5 5 -10 -9 0.8125 10 7.5 1.25 0.6875 -44 -40
2.5 -10 6.5 -0.6875 0.203125 -9 4 -4.5 2.75 120 112
3.25 -2.25 -1.875 0.5625 -10 -10 5 -4.5 -4.5 -26 -26
-3.25 -4.5 -9 6.5 -7.5 8 -4 -1.625 3.5 18 16
-5.5 -6.5 -3.75 6 0.34375 -6.5 -4.5 -5.5 9 32 36
4 -9 1 -10 9 -0.171875 3.5 -4.5 5 88 88
-5 -7.5 7 4.5 -10 -2.75 7.5 8 7.5 160 144
-9 -6.5 9 -9 10 -9 6.5 2.5 9 14 20
1.125 8 -5.5 -9 -3.25 10 -5 0.625 -2.75 88 104
-6 7.5 -4.5 1.875 6.5 2.25 1.25 5 -1.125 -20 -22
4 8 0.9375 -10 9 -8 1.375 5.5 -9 -88 -88
-1.875 -2.75 -1.5 9 8 8 0.40625 9 -8 32 36
-0.0546875 7 4.5 1.75 4 0.625 -4 2.75 9 -0.1875 0
-5 -4.5 8 -6 8 5 -6.5 6 1.125 -144 -144
-1.875 -7.5 -6.5 -7.5 -2.25 -8 -8 4.5 -3.5 80 80
6 0.046875 -8 0.875 -1.125 -1.5 2.5 -6 -3.5 -36 -36
-0.875 -0.8125 5.5 3.75 -7.5 -10 -3.25 -8 -3.5 -36 -36
-7 1.75 -6 -2.75 -1.5 -3 2.5 3 -2 -20 -20
0.5 -4 -3.25 -7.5 -7.5 -4 -4 -9 -1.375 88 88
-1.75 9 5.5 7 -0.6875 2 4 2.75 -4 56 56
0.101562 -8 5.5 1.25 -7 3 7.5 3.5 1.625 22 22
-2.75 2.75 8 4 7.5 1.375 3.75 8 -1.5 44 48
-6 -5.5 4.5 -0.6875 -0.25 1.25 4.5 -1.375 -0.0175781 16 15
9 -1.125 1.375 7.5 -7 -2.5 -5.5 4.5 -6 -48 -40
-2.25 -4 -1.125 -6 -1.75 0.8125 -9 2.75 1.875 -3.5 -3
3 6.5 -10 5 -3.25 9 -5.5 2.75 -0.6875 120 120
0.75 -10 9 -7 -7.5 0.375 -7.5 4.5 -2.75 -112 -104
8 -6.5 -2.5 6 -3.5 -3.75 -9 0.28125 0.25 22 20
1.125 4.5 -9 0.1875 9 -1.75 2.5 2.25 6.5 -14 -14
-5.5 -8 -7 -7.5 -5.5 -7.5 -0.5 3.75 5 64 64
1.875 -8 5 -6 -3.25 -0.203125 10 -6 -1.375 80 80
4.5 4 -8 -1.75 9 10 -1.75 -2.25 -7.5 88 88
-4.5 -9 7.5 0.171875 2 -6 -9 5.5 0.34375 -24 -15
-8 -9 -2 5 -3.25 3.25 3 -5.5 -0.875 -36 -40
-1.375 -8 -9 -0.375 -5.5 -10 2 0.5 5.5 80 80
-10 5 0.6875 -5 6 0.125 -4.5 0.8125 -10 -80 -72
7 1.875 -8 2.75 -8 -7.5 9 -0.203125 4 -128 -144
-4 9 -10 -4 5 -4 -6 5.5 -5 -22 -24
10 -7 1.875 -2 -6 8 9 2.25 -1.125 -104 -104
2.75 1.25 2.25 0.46875 3.75 6.5 -3.75 -1 -1.875 7 8
9 9 6 -0.28125 -1.375 -2.25 0.6875 -3 2 -26 -26
-9 -6.5 -8 -4 6 1.375 5.5 -3.25 -0.234375 -96 -96
-6.5 -0.75 -0.0507812 8 5.5 8 -4.5 0.34375 6 -32 -30
-2.75 -4 7.5 9 5 5.5 -5 9 -5.5 1 2.5
1.5 -4.5 -3 -9 -2.75 -9 -0.171875 0.15625 4 40 40
2.75 -1.875 -0.75 -7.5 3.25 1.25 -3.5 -1.375 1.625 22 22
-7 -1.5 4.5 -2 0.171875 0.9375 -7.5 2.5 -1.375 -40 -40
-5 -3.75 -0.234375 0.5625 -4.5 -8 -3 0.875 -7 48 44
-1.5 3.5 0.5625 -0.140625 -7.5 10 -10 -10 0.8125 44 44
8 3 4.5 -1.25 -1.375 2.25 -6.5 -2 5 -26 -24
-4 1.5 -8 8 1.875 9 -9 6.5 -3 128 128
-1.75 -6.5 8 3.5 -6 -5.5 -6 -1.125 -8 -12 -12
1.125 -5.5 -4 -7 -3.5 6 -0.25 4.5 0.46875 -64 -64
2.75 -3.5 -7.5 -1 -5 -6 6.5 4 -1.125 -48 -44
-9 -5.5 -7 2.5 9 9 1.875 0.3125 -5 -160 -144
3.5 -9 5.5 -1.75 -8 9 -1.375 -3.75 0.8125 -112 -112
-2.25 8 8 0.5 0.40625 -6.5 -6.5 -10 -3.75 -120 -112
-2.25 -6.5 -0.5 -6.5 -2.5 3.5 -0.0703125 -9 10 52 56
-1.875 -4.5 -9 -8 -1.125 -2 4.5 9 -8 -112 -104
6.5 -9 -2.25 5.5 5.5 -6 1.5 -7 2.75 56 60
5.5 -0.8125 -9 -5.5 2.75 8 -9 7.5 6.5 56 56
3.5 7 -0.40625 -1.5 2.25 9 3.5 -8 -0.46875 80 80
-1.5 -3.5 8 -4.5 2.75 7.5 9 -7.5 -9 64 64
-7 2 2.25 -5 8 0.9375 5.5 9 -3.5 -96 -88
-10 10 4.5 2 -2.5 -7 3.5 6 7.5 -12 -12
-4.5 7.5 -4.5 -5 0.28125 8 7.5 1.625 -8 10 12
-4.5 2.75 1 9 3 2.5 3.25 3.5 -1.625 26 26
-2.5 9 -8 5.5 -9 -5.5 -7.5 1.375 3.5 44 44
-6.5 -3.75 -2.75 7.5 -2.5 2.25 -3.5 8 -10 64 72
-5 1.375 9 6.5 4.5 -6 3.5 3 3.5 24 26
-6 -0.5 -3 6 -0.875 -7 2.5 5 3.75 36 32
-8 -1.625 -4 3.5 0.0703125 4.5 7 -0.40625 8 -30 -28
-0.6875 -2.25 -6.5 -3.25 6 3.75 3 7 6.5 -48 -48
-3.25 -4.5 -6.5 -9 -9 5.5 2.5 6 4.5 -64 -60
-3.25 10 -6 -6.5 4.5 6 -8 6 -3 48 52
3.25 4.5 -3.5 -0.6875 8 -0.4375 5.5 6.5 -1 -1.75 -1.5
-0.234375 -6 -1.75 -9 0.5 3.75 4 2.5 7 -48 -40
0.46875 -2.75 -2.25 3.5 4 1.5 -2 5.5 2.25 24 24
6.5 1.125 5 -9 2 -0.9375 1.875 8 -3.25 -56 -56
2.25 0.875 -7 6.5 8 0.5 -8 -6 8 40 40
0.5 -5 0.75 -2.25 8 7 1.875 7 -9 -56 -56
2.25 5.5 -8 -5.5 10 10 -1.75 -0.9375 -7.5 96 96
-10 -3.5 -5.5 1.75 -6 2.25 8 6 7.5 22 26
1 -10 -8 8 -9 6 10 3.25 5.5 -120 -120
-9 5.5 7.5 -0.9375 2.25 -5.5 9 0.46875 2.75 20 18
-7.5 -0.171875 3.5 1.125 0.5 1.25 1 -6 -7 -14 -14
5 -1.25 -4.5 -6 3 -0.5625 -8 5 -9 14 13
4 -3 -7 6.5 8 5.5 -7 -3.25 3.25 52 44
1.625 8 -7 9 8 5 0.375 6 2.5 104 104
9 -1.5 -0.875 -0.15625 -9 1 -8 6.5 0.25 -72 -72
-9 -1.125 -9 5.5 1.75 -9 -2 -1.375 0.6875 5.5 5
-9 2.5 -4.5 7.5 1.375 -3.75 4.5 7 6.5 16 18
2 -5.5 -2.25 -2.5 0.101562 -5 -8 4.5 5 36 40
-2.5 -3.5 9 -6.5 -7 2.75 9 -10 -2.25 160 160
6.5 -4.5 -4 7.5 9 5 -1.5 6.5 0.8125 88 96
-9 -10 -6.5 -3 6.5 -7.5 -1.5 5.5 -7 3.5 -1
2 -7 9 4.5 -4.5 -10 2.75 -4 9 80 80
10 8 -6.5 -5 -2.25 3 4 2.75 -4 -40 -44
-4.5 -3 7.5 -10 1.375 9 9 -10 6.5 144 128
-5 -10 8 8 3.25 10 -3.25 -4 -8 -192 -192
9 -2.25 8 3.75 5 -4 4.5 -9 7 64 64
8 -1.5 1 -8 -6.5 7 -6.5 2.25 3.25 -80 -88
-2 -2.75 -3 -6 4.5 8 9 0.9375 5 -56 -60
6 -9 -2.75 -1.875 -9 -9 -0.40625 -5.5 2.5 40 40
4.5 5.5 -5 -3.75 -7.5 -2.75 1.375 -5.5 4.5 -32 -32
7.5 -1 -2 9 10 8 3.25 -7.5 -3.5 -12 -12
-7 -0.46875 -7.5 4.5 -10 8 6.5 -6.5 9 2.75 3
0.75 -7 -1.875 -7 8 3.5 0.34375 7 4 -64 -60
9 9 -3.25 3.25 10 6 4.5 -9 -7 80 88
3.5 -9 2.5 -4.5 -8 -7 -4.5 0.40625 -5 18 16
-3.25 5.5 -3.75 8 6.5 1 2.5 -0.234375 4.5 -22 -22
3.5 8 -4 -1.625 9 1.625 8 4.5 5.5 9 10
-7.5 9 -3.5 9 10 -4 -7.5 -1.25 4 -96 -96
-8 5 10 8 -5 -3.75 -6.5 -0.4375 8 -40 -36
-3 2.25 6 -7 -1.625 -9 5 -5 -10 40 40
